link,rest_name,rest_type,loc,dine_rating,dine_reviews,delivery_rating,delivery_reviews,cuisine,,Cost (RS),cost,liked
https://www.zomato.com/pune/the-biryani-life-pimple-saudagar,"The Biryani Life
                                    ",,Pimple Saudagar,0,,,,"North Indian,Biryani,",, 350,Rs. 350,
https://www.zomato.com/pune/the-biryani-life-1-katraj,"The Biryani Life
                                    ",,Katraj,3.8,(19 Reviews),,,"North Indian,Biryani,",, 350,Rs. 350,
https://www.zomato.com/pune/the-biryani-life-kharadi,"The Biryani Life
                                    ",,Kharadi,3.6,(18 Reviews),,,"North Indian,Biryani,",, 350,Rs. 350,
https://www.zomato.com/pune/the-biryani-life-katraj,"The Biryani Life
                                    ",,Katraj,0,,,,"North Indian,Biryani,",, 350,Rs. 350,
https://www.zomato.com/pune/the-biryani-life-2-karve-nagar,"The Biryani Life
                                    ",,Karve Nagar,0,,,,"North Indian,Biryani,",, 350,Rs. 350,
https://www.zomato.com/pune/the-biryani-life-1-sinhgad-road,"The Biryani Life
                                    ",,Sinhgad Road,3.9,(35 Reviews),,,"North Indian,Biryani,",, 350,Rs. 350,
https://www.zomato.com/pune/the-biryani-life-viman-nagar,"The Biryani Life
                                    ",,Viman Nagar,3.9,(33 Reviews),,,"North Indian,Biryani,",, 350,Rs. 350,
https://www.zomato.com/pune/the-greedy-man-pizzeria-bar-baner,"The Greedy Man Pizzeria & Bar
                                    ",Casual Dining,Baner,4,-612,3.6,"-1,883","Pizza,Italian,",, 900,Rs. 900,"Fries, Napolitana Pizza, Nutella Freakshake, Bacon Pizza, Wood Fire Pizza, Supreme Pizza, Pepperoni Pizza"
https://www.zomato.com/pune/marigold-law-college-road,"Marigold
                                    ","Bakery,Dessert Parlor",Law College Road,4,(205 Reviews),,,"Desserts,Bakery,",, 400,Rs. 400,Chocolate Cake
https://www.zomato.com/pune/passion-grill-kharadi,"Passion Grill
                                    ",Quick Bites,Kharadi,3.7,-22,3.9,-66,"Chinese,North Indian,",, 450,Rs. 450,
https://www.zomato.com/pune/hotel-kaveri-wagholi,"Hotel Kaveri
                                    ",Casual Dining,Wagholi,4.2,-549,3.9,"-2,030","Mughlai,Maharashtrian,",, 550,Rs. 550,"Chicken Thali, Chicken Dum Biryani, Chicken Soup, Mutton Fry Thali, Gavran Chicken, Clear Soup, Veg Thali"
https://www.zomato.com/pune/bhadait-misal-1-erandwane,"Bhadait Misal
                                    ",Quick Bites,Erandwane,4.4,"(9,475 Reviews)",,,"Street Food,",, 150,Rs. 150,"Farsan, Misal Pav, Buttermilk, Masala Taak, Poha"
https://www.zomato.com/pune/maratha-samrat-baner,"Maratha Samrat
                                    ",Casual Dining,Baner,4.4,"-1,072",4.2,"-2,684","Maharashtrian,",, 1100,Rs. 1100,"Chicken Thali, Mutton Thali, Pandhra Rassa, Non Veg Thali, Biryani, Mutton Fry, Fish"
https://www.zomato.com/pune/taste-of-odisha-wakad,"Taste Of Odisha
                                    ",Quick Bites,Wakad,3.6,(5 Reviews),,,"Odia,",, 300,Rs. 300,
https://www.zomato.com/pune/culture-fc-road,"Culture - पुणे
                                    ","Bar,Casual Dining",FC Road,4.2,"-3,564",3.8,-201,"Continental,North Indian,Bar Food,",, 1300,Rs. 1300,"Cocktails, Pizza, Pasta, Beer, Brownie, Butter Chicken, Honey Chilli Potatoes"
https://www.zomato.com/pune/chaitanya-paranthas-fc-road,"Chaitanya Paranthas
                                    ",Casual Dining,FC Road,4.2,"-2,599",3.8,(15.9K),"Chinese,North Indian,",, 400,Rs. 400,"Paratha, Cabbage Salad, Amritsari Paneer, Patiyala Lassi, Chole, Fruit Custard, Veg Manchurian"
https://www.zomato.com/pune/apna-punjab-magarpatta,"Apna Punjab
                                    ",Casual Dining,Magarpatta,4.1,"-1,385",3.5,(11.5K),"Chinese,North Indian,",, 500,Rs. 500,"Tandoori Chicken, Lassi, Naan, Panneer Butter Masala, Butter Chicken, Chole Bhature, Roti"
https://www.zomato.com/pune/jyoti-pure-veg-kondhwa,"Jyoti Pure Veg
                                    ",Casual Dining,Kondhwa,4.2,"(1,021 Reviews)",,,"Fast Food,South Indian,North Indian,",, 550,Rs. 550,"Pav Bhaji, Sandwich, Mysore Masala Dosa, Filtered Coffee, Dal Tadka, Chaat, Idli Sambar"
https://www.zomato.com/pune/kimchi-kharadi,"Kimchi
                                    ",Casual Dining,Kharadi,4.4,"-2,566",3.9,(10.5K),"Asian,Thai,Chinese,",, 750,Rs. 750,"Noodle, Kimchi, Chicken Pad Thai, Mango Delight, Hong Kong Chicken, Crispy Corn, Sea Food"
https://www.zomato.com/pune/golden-dragon-chinese-karve-nagar,"Golden Dragon Chinese
                                    ",,Karve Nagar,2.8,(180 Reviews),,,"Biryani,North Indian,Chinese,",, 350,Rs. 350,
https://www.zomato.com/pune/sudit-sus-chinese-kothrud,"Sudit Su's Chinese
                                    ",Casual Dining,Kothrud,2.7,-316,4,-975,"Kebab,Chinese,",, 700,Rs. 700,"Noodle, Fried Rice Chicken, Tandoori Chicken, Chop Suey, Triple Schezwan"
https://www.zomato.com/pune/china-grill-wanowrie,"China Grill
                                    ","Casual Dining,Bar",Wanowrie,4.1,-681,4.2,"-3,470","Beverages,Desserts,Mughlai,Seafood,Chinese,North Indian,",, 1100,Rs. 1100,"Noodle, Brownie, Vanilla Ice Cream, Manchow Soup, Pan Fried Noodles, Fish, Spicy Seafood Soup"
https://www.zomato.com/pune/chaitanya-paranthas-fc-road,"Chaitanya Paranthas
                                    ",Casual Dining,FC Road,4.2,"-2,599",3.8,(15.9K),"Chinese,North Indian,",, 400,Rs. 400,"Paratha, Cabbage Salad, Amritsari Paneer, Patiyala Lassi, Chole, Fruit Custard, Veg Manchurian"
https://www.zomato.com/pune/chaitanya-paranthas-viman-nagar,"Chaitanya Paranthas
                                    ",Casual Dining,Viman Nagar,3.8,"-1,118",3.8,(10.3K),"Chinese,North Indian,",, 500,Rs. 500,"Paratha, Lassi, Cabbage Salad, Gajar Ka Halwa, Fruit Custard, Gulab Jamun, Buttermilk"
https://www.zomato.com/pune/chaitanya-paranthas-kharadi,"Chaitanya Paranthas
                                    ",Casual Dining,Kharadi,4,-904,3.7,"-8,238","Chinese,North Indian,",, 500,Rs. 500,"Mango Lassi, Paneer Tikka Masala, Cabbage Salad, Thali, Peshawari Paratha, Chole, Patiyala Lassi"
https://www.zomato.com/pune/chaitanya-paranthas-baner,"Chaitanya Paranthas
                                    ",Quick Bites,Baner,3.7,"-1,245",3.6,(11K),"Chinese,North Indian,",, 400,Rs. 400,"Rajma, Thali, Gulkand Lassi, Peshawari Paratha, Chole, Gulab Jamun, Pizza"
https://www.zomato.com/pune/chaitanya-paranthas-dhole-patil-road,"Chaitanya Paranthas
                                    ",Casual Dining,Dhole Patil Road,3.8,-342,3.7,"-3,086","North Indian,Chinese,",, 450,Rs. 450,"Amritsari Paneer, Stuffed Paratha, Peshawari Paratha, Lassi, Buttermilk, Cheese Paratha, Thali"
https://www.zomato.com/pune/chaitanya-parathas-hinjawadi,"Chaitanya Parathas
                                    ",,Hinjawadi,3.8,(148 Reviews),,,"Chinese,North Indian,",, 400,Rs. 400,
https://www.zomato.com/pune/chaitanya-paranthas-kondhwa,"Chaitanya Paranthas
                                    ",Quick Bites,Kondhwa,3.2,-37,3.8,-859,"Chinese,North Indian,",, 400,Rs. 400,
https://www.zomato.com/pune/cake-dior-koregaon-park,"Cake Dior
                                    ","Dessert Parlor,Bakery",Koregaon Park,4.5,-578,4.3,-528,"Desserts,Bakery,",, 600,Rs. 600,"Cupcake, Brownie, Fruit Cake, Chocolate Strawberry Cake, New York Cheesecake, Chocolate Hazelnut Cake, Fondant Cake"
https://www.zomato.com/pune/indian-street-eats-3-viman-nagar,"Indian Street Eats
                                    ",,Viman Nagar,0,,,,"Beverages,Fast Food,North Indian,Maharashtrian,Rolls,Sandwich,Street Food,Pizza,",, 200,Rs. 200,
https://www.zomato.com/pune/huber-holly-koregaon-park,"Huber & Holly
                                    ",Dessert Parlor,Koregaon Park,4.4,-474,4.2,"-1,283","Ice Cream,Beverages,Italian,Desserts,",, 500,Rs. 500,"Pizza, Chocolate Icecreams, Nachos, Belgian Chocolate, Pasta, Cheesecake, Brownie"
https://www.zomato.com/pune/warmoven-cake-desserts-kharadi,"WarmOven Cake & Desserts
                                    ",Bakery,Kharadi,3.8,(567 Reviews),,,"Desserts,Bakery,",, 300,Rs. 300,Chocolate Cake
https://www.zomato.com/pune/hotel-malhar-mutton-bhakari-hinjawadi,"Hotel Malhar Mutton Bhakari
                                    ",Quick Bites,Hinjawadi,3.5,-67,3.8,-410,"Chinese,North Indian,Maharashtrian,",, 600,Rs. 600,"Mutton Thali, Chicken Thali"
https://www.zomato.com/pune/the-sassy-spoon-koregaon-park,"The Sassy Spoon
                                    ",Casual Dining,Koregaon Park,4.6,"-2,015",4,-313,"Beverages,Fast Food,Healthy Food,Italian,Asian,Continental,",, 1500,Rs. 1500,"Cocktails, Salad, Nachos, Fries, Pasta, Burgers, Mocktails"
https://www.zomato.com/pune/the-cake-studio-cafe-sadashiv-peth,"The Cake Studio & Cafe
                                    ","Bakery,Quick Bites",Sadashiv Peth,4.2,-490,4,"-1,027","Beverages,Desserts,Fast Food,Bakery,",, 400,Rs. 400,"Pasta, Pizza, Sandwich, Coffee, Garlic Bread, Fries, Chocolate Truffle"
https://www.zomato.com/pune/shawarma-king-akurdi,"Shawarma King
                                    ",Quick Bites,Akurdi,4.3,-731,4.1,"-5,836","Lebanese,Rolls,",, 300,Rs. 300,"Chicken Shawarama, Malai Tikka, Chicken Tikka Shawarma, Veg Shawarma, Spicy Chicken, Rolls, Chicken Burger"
https://www.zomato.com/pune/theobroma-viman-nagar,"Theobroma
                                    ",Bakery,Viman Nagar,3.7,-61,4.4,-525,"Beverages,Fast Food,Desserts,Bakery,",, 900,Rs. 900,
https://www.zomato.com/pune/german-bakery-koregaon-park,"German Bakery
                                    ","Casual Dining,Café",Koregaon Park,4.2,"-4,765",3.4,-911,"Beverages,Cafe,Italian,German,",, 1100,Rs. 1100,"Coffee, Pizza, Hot Chocolate, Pasta, Cheesecake, Sandwich, Burgers"
https://www.zomato.com/pune/sheetal-restaurant-kothrud,"Sheetal Restaurant
                                    ",Casual Dining,Kothrud,4.2,(864 Reviews),,,"North Indian,Mughlai,Chinese,",, 900,Rs. 900,"Pav Bhaji, Dahi Vada, Mango Milkshake, Tomato Soup, Filtered Coffee, Misal Pav, Panneer Butter Masala"
https://www.zomato.com/pune/saada-punjab-viman-nagar,"Saada Punjab
                                    ",,Viman Nagar,3.6,"(1,322 Reviews)",,,"Beverages,Chinese,Mughlai,North Indian,",, 300,Rs. 300,"Butter Chicken, Masala Paneer, Butter Chapati, Fried Rice Chicken, Aloo Paratha, Dal Makhani, Biryani"
https://www.zomato.com/pune/sai-chinese-erandwane,"Sai Chinese
                                    ",Quick Bites,Erandwane,3.2,-145,3.8,"-5,959","Chinese,",, 400,Rs. 400,"Noodle, Manchurian Rice"
https://www.zomato.com/pune/prems-koregaon-park,"Prem's
                                    ","Casual Dining,Bar",Koregaon Park,4.3,"-2,638",4.2,"-4,695","Salad,Continental,Chinese,North Indian,",, 1300,Rs. 1300,"Butter Chicken, Pasta, Cocktails, Beer, Mocktails, Salad, Chocolate Mousse Cake"
https://www.zomato.com/pune/moins-delicacies-camp-area,"Moin's Delicacies
                                    ",,Camp Area,0,,,,"Fast Food,North Indian,",, 250,Rs. 250,
https://www.zomato.com/pune/german-bakery-koregaon-park,"German Bakery
                                    ","Casual Dining,Café",Koregaon Park,4.2,"-4,765",3.4,-911,"Beverages,Cafe,Italian,German,",, 1100,Rs. 1100,"Coffee, Pizza, Hot Chocolate, Pasta, Cheesecake, Sandwich, Burgers"
https://www.zomato.com/pune/german-bakery-wunderbar-law-college-road,"German Bakery Wunderbar
                                    ",Casual Dining,Law College Road,4.1,"-2,679",3.8,"-1,443","Italian,Beverages,Continental,German,",, 1500,Rs. 1500,"Pizza, Pasta, Cheesecake, Burgers, Hot Chocolate, Coffee, Cocktails"
https://www.zomato.com/pune/german-bakery-wunderbar-kothrud,"German Bakery Wunderbar
                                    ",Casual Dining,Kothrud,3,(91 Reviews),,,"Beverages,Desserts,Cafe,Italian,Continental,German,",, 1000,Rs. 1000,
https://www.zomato.com/pune/german-bakery-wunderbar-kalyani-nagar,"German Bakery Wunderbar
                                    ",Casual Dining,Kalyani Nagar,4,-203,3.9,-344,"Beverages,Desserts,Continental,",, 1000,Rs. 1000,"Cocktails, Hot Chocolate, Pizza, Mango Cheesecake, Burgers, Fries, Tea"
https://www.zomato.com/pune/german-bakery-wunderbar-lonavala,"German Bakery Wunderbar
                                    ","Casual Dining,Bar",Lonavala,4,-826,3.8,-25,"Cafe,Italian,German,",, 1000,Rs. 1000,"Pizza, Hot Chocolate, Coffee, Cheesecake, Chips, Fish, Omelette"
https://www.zomato.com/pune/a1-chinese-kothrud,"A1 Chinese
                                    ",Quick Bites,Kothrud,3.6,-119,3.9,"-3,599","North Indian,Chinese,",, 450,Rs. 450,
https://www.zomato.com/pune/chulbul-dhaba-kharadi,"Chulbul Dhaba
                                    ",Casual Dining,Kharadi,4.1,"-3,435",3.7,(12K),"Italian,Maharashtrian,Mughlai,Chinese,North Indian,",, 800,Rs. 800,"Tandoori Chicken, Biryani, Butter Chicken, Brownie, Naan, Roti, Chicken Handi"
https://www.zomato.com/pune/burger-camp-branch-camp-area,"Burger - Camp Branch
                                    ",Quick Bites,Camp Area,3.2,(11 Reviews),,,"Fast Food,Burger,",, 200,Rs. 200,
https://www.zomato.com/pune/reddys-alpha-biryani-point-hinjawadi,"Reddy's Alpha Biryani Point
                                    ",Casual Dining,Hinjawadi,4,-847,3.3,(20.8K),"Chinese,North Indian,Biryani,",, 600,Rs. 600,"Mutton Biryani, Hyderabadi Biryani, Chicken Dum Biryani, Vegetable Biryani, Raita"
https://www.zomato.com/pune/tatva-the-vegetarian-kitchen-wakad,"Tatva The Vegetarian Kitchen
                                    ",Casual Dining,Wakad,4.4,"-3,361",3.9,(12.7K),"Beverages,Street Food,Fast Food,South Indian,Continental,Chinese,North Indian,",, 850,Rs. 850,"Mocktails, Brownie, Chaap, Pasta, Breakfast Buffet, Manchurian, Pav Bhaji"
https://www.zomato.com/pune/360-degree-multicuisine-family-restaurant-bhosari,"360 Degree Multicuisine Family Restaurant
                                    ","Casual Dining,Bar",Bhosari,4.2,-407,3.4,-760,"Maharashtrian,Fast Food,Chinese,Mughlai,North Indian,",, 800,Rs. 800,"Mocktails, Cocktails, Brownie, Noodle, Tikka, Dum Biryani, Butter Garlic Prawns"
https://www.zomato.com/pune/modern-chinese-fast-food-nibm-road,"Modern Chinese Fast Food
                                    ",Quick Bites,NIBM Road,3.7,-167,4.2,"-1,887","Chinese,",, 500,Rs. 500,"Chicken Lollipop, Fried Rice Chicken, Chicken Tikka"
https://www.zomato.com/pune/pizzaronee-kondhwa,"Pizzaronee
                                    ",Quick Bites,Kondhwa,3.9,-87,3.8,-147,"Fast Food,Pizza,",, 500,Rs. 500,"Pizza, Fries, Basil Pesto"
https://www.zomato.com/pune/burger-mundhwa,"Burger
                                    ",Quick Bites,Mundhwa,4.2,"(1,851 Reviews)",,,"Fast Food,Burger,",, 250,Rs. 250,"Burgers, Chicken Jumbo Burger, Cheese Grilled Sandwich, Fries, Beef Burger, King Size Burger, Salami Roll"
https://www.zomato.com/pune/amma-pakoda-1-parvati,"Amma Pakoda
                                    ",Quick Bites,Parvati,3.4,(8 Reviews),,,"Street Food,South Indian,",, 150,Rs. 150,
https://www.zomato.com/pune/cafe-pizza-bites-katraj,"Cafe Pizza Bites
                                    ",Café,Katraj,3.7,-105,3.6,"-2,841","Fast Food,Sandwich,Pizza,",, 400,Rs. 400,
https://www.zomato.com/pune/garwa-veg-nonveg-hadapsar,"Garwa Veg & Nonveg
                                    ",Quick Bites,Hadapsar,3.1,-62,3.3,-818,"North Indian,Chinese,Biryani,",, 350,Rs. 350,
https://www.zomato.com/pune/largo-pizzeria-salunkhe-vihar-road,"Largo Pizzeria
                                    ",Quick Bites,Salunkhe Vihar Road,4.1,-788,3.7,-213,"Beverages,Pizza,",, 600,Rs. 600,"Mocktails, Iced Tea, Thin Crust Pizza, Butter Beer, Virgin Mojito, Blueberry Shake, Bbq Chicken Pizza"
https://www.zomato.com/pune/hotel-al-zaika-hadapsar,"Hotel Al - Zaika
                                    ",Quick Bites,Hadapsar,3.2,-54,3.6,"-1,092","Mughlai,Biryani,Chinese,North Indian,",, 500,Rs. 500,
https://www.zomato.com/pune/night-cravers-katraj,"Night Cravers
                                    ",,Katraj,3.7,(275 Reviews),,,"Desserts,North Indian,Chinese,Fast Food,",, 400,Rs. 400,
https://www.zomato.com/pune/chulbul-dhaba-kharadi,"Chulbul Dhaba
                                    ",Casual Dining,Kharadi,4.1,"-3,435",3.7,(12K),"Italian,Maharashtrian,Mughlai,Chinese,North Indian,",, 800,Rs. 800,"Tandoori Chicken, Biryani, Butter Chicken, Brownie, Naan, Roti, Chicken Handi"
https://www.zomato.com/pune/chulbul-dhaba-hadapsar,"Chulbul Dhaba
                                    ",Casual Dining,Hadapsar,4.2,"-1,034",3.4,"-2,971","Maharashtrian,Italian,Chinese,North Indian,",, 800,Rs. 800,"Roti, Biryani, Butter Chicken, Naan, Thali, Tandoori Chicken, Brownie"
https://www.zomato.com/pune/chulbul-dhaba-wakad,"Chulbul Dhaba
                                    ",,Wakad,3.3,(358 Reviews),,,"Italian,Maharashtrian,Mughlai,Chinese,North Indian,",, 800,Rs. 800,
https://www.zomato.com/pune/chulbul-dhaba-viman-nagar,"Chulbul Dhaba
                                    ",Casual Dining,Viman Nagar,3.1,"(1,018 Reviews)",,,"Maharashtrian,Italian,Chinese,North Indian,",, 800,Rs. 800,
https://www.zomato.com/pune/chulbul-dhaba-baner,"Chulbul Dhaba
                                    ",Casual Dining,Baner,4,-246,3.1,"-1,593","Hyderabadi,Italian,Chinese,North Indian,",, 800,Rs. 800,"Chicken Tikka, Chicken Kolhapuri, Tandoori Chicken, Butter Naan, Brownie"
https://www.zomato.com/pune/chulbul-dhaba-hinjawadi,"Chulbul Dhaba
                                    ",,Hinjawadi,0,,,,"Desserts,Seafood,Kebab,Fast Food,Chinese,North Indian,",, 650,Rs. 650,
https://www.zomato.com/pune/chulbul-dhaba-kothrud,"Chulbul Dhaba
                                    ",,Kothrud,3.5,(61 Reviews),,,"Italian,Maharashtrian,Mughlai,Chinese,North Indian,",, 800,Rs. 800,
https://www.zomato.com/pune/chulbul-dhaba-wagholi,"Chulbul Dhaba
                                    ",Casual Dining,Wagholi,4,-276,3.8,"-2,639","Italian,Maharashtrian,Mughlai,Chinese,North Indian,",, 800,Rs. 800,"Chicken Handi, Biryani, Paneer Tikka, Chilli Chicken, Butter Chicken, Chicken Kolhapuri"
https://www.zomato.com/pune/largo-pizzeria-salunkhe-vihar-road,"Largo Pizzeria
                                    ",Quick Bites,Salunkhe Vihar Road,4.1,-788,3.7,-213,"Beverages,Pizza,",, 600,Rs. 600,"Mocktails, Iced Tea, Thin Crust Pizza, Butter Beer, Virgin Mojito, Blueberry Shake, Bbq Chicken Pizza"
https://www.zomato.com/pune/largo-pizzeria-viman-nagar,"Largo Pizzeria
                                    ",Quick Bites,Viman Nagar,4.4,"-2,037",3.6,-211,"Beverages,Fast Food,Pizza,",, 600,Rs. 600,"Pepper Pizza, Thin Crust Pizza, Bbq Chicken Pizza, Mocktails, Mojito, Jerk Chicken, Hot Chocolate"
https://www.zomato.com/pune/largo-pizzeria-dhole-patil-road,"Largo Pizzeria
                                    ",Quick Bites,Dhole Patil Road,3.5,-224,3.9,-76,"Desserts,Beverages,Pizza,",, 700,Rs. 700,"Lime Mojito, Thin Crust Pizza, Blueberry Shake, Virgin Mojito, Iced Tea"
https://www.zomato.com/pune/largo-pizzeria-wakad,"Largo Pizzeria
                                    ",Quick Bites,Wakad,3.9,-507,3.7,-51,"Beverages,Pizza,",, 600,Rs. 600,"Virgin Mojito, Watermelon Mojito, Mocktails, Butter Beer, Virgin Sangria, Thin Crust Pizza, Hot Chocolate"
https://www.zomato.com/largo-pizzeria,"Largo Pizzeria
                                    ",,Mundhwa,3.6,(880 Reviews),,,"Beverages,Pizza,",, 550,Rs. 550,Pizza
https://www.zomato.com/pune/hotel-al-zaika-hadapsar,"Hotel Al - Zaika
                                    ",Quick Bites,Hadapsar,3.2,-54,3.6,"-1,092","Mughlai,Biryani,Chinese,North Indian,",, 500,Rs. 500,
https://www.zomato.com/pune/hotel-al-zaika-lohegaon,"Hotel Al Zaika
                                    ",Casual Dining,Lohegaon,3.8,-432,3.8,"-8,852","Mughlai,Biryani,Chinese,North Indian,",, 500,Rs. 500,"Chicken Biryani, Naan, Masala Rice, Egg Fried Rice, Paratha"
https://www.zomato.com/pune/hotel-al-zaika-kondhwa,"Hotel Al Zaika
                                    ",Casual Dining,Kondhwa,3.5,-63,3.4,-179,"Mughlai,Biryani,Chinese,North Indian,",, 500,Rs. 500,
https://www.zomato.com/pune/hotel-al-zaika-1-lohegaon,"Hotel Al Zaika
                                    ",Casual Dining,Lohegaon,3.4,-50,3.4,-356,"Biryani,Mughlai,Chinese,North Indian,",, 600,Rs. 600,
https://www.zomato.com/pune/al-zaika-wagholi,"Al-Zaika
                                    ",Quick Bites,Wagholi,3.8,-179,3.5,"-3,642","Rolls,Biryani,Chinese,North Indian,",, 400,Rs. 400,
https://www.zomato.com/pune/hotel-al-zaika-wakad,"Hotel Al Zaika
                                    ",Quick Bites,Wakad,3.3,-94,3.1,"-2,214","Biryani,Mughlai,Chinese,North Indian,",, 600,Rs. 600,
https://www.zomato.com/pune/hotel-al-zaika-karve-nagar,"Hotel Al Zaika
                                    ",Quick Bites,Karve Nagar,3.9,-489,3.9,(11.7K),"Biryani,Mughlai,Chinese,North Indian,",, 600,Rs. 600,"Biryani, Garlic Naan"
https://www.zomato.com/pune/hotel-al-zaika-narhe,"Hotel Al Zaika
                                    ",Casual Dining,Narhe,3.5,-127,3.6,"-3,723","Maharashtrian,Biryani,Mughlai,Chinese,North Indian,",, 700,Rs. 700,
https://www.zomato.com/pune/hotel-al-zaika-dhole-patil-road,"Hotel Al Zaika
                                    ",Quick Bites,Dhole Patil Road,3.5,-87,3.8,-859,"Biryani,Mughlai,Chinese,North Indian,",, 600,Rs. 600,
https://www.zomato.com/pune/desi-aroma-baner,"Desi Aroma
                                    ",Casual Dining,"Aditi Mall, Baner Road",4.2,"-1,891",3.8,(18.7K),"Biryani,North Indian,Mughlai,",, 1100,Rs. 1100,"Tandoori Chicken, Shahi Tukda, Chicken Tikka Biryani, Butter Chicken, Lassi, Bengali Biryani, Malai Kulfi"
https://www.zomato.com/pune/darshan-deccan-gymkhana,"Darshan
                                    ",Casual Dining,Deccan Gymkhana,4.5,"-4,672",4,"-3,685","Desserts,Street Food,Fast Food,Mexican,Chinese,Continental,Italian,",, 700,Rs. 700,"Pasta, Chana Bhatura, Chole Bhature, Brownie, Sandwich, Nachos, Baked Beans"
https://www.zomato.com/pune/gong-baner,"Gong
                                    ",Casual Dining,"Balewadi High Street, Baner",4.9,"-1,727",4.4,-602,"Sushi,Thai,Asian,",, 1700,Rs. 1700,"Dumplings, Chocolate Dome, Cocktails, Ramen, Khao Suey, Sushi Platter, Pad Thai"
https://www.zomato.com/pune/ovenstory-pizza-viman-nagar,"Ovenstory Pizza
                                    ",,Viman Nagar,3.8,"(1,660 Reviews)",,,"Pizza,",, 600,Rs. 600,"Chicken Tikka, Bbq Chicken, Chicken Salami, Chocolate Fantasy, Paneer Pizza, Keema Pizza, Cheese Burst Pizza"
https://www.zomato.com/pune/dollys-kitchen-and-caterers-kharadi,"Dolly's Kitchen And Caterers
                                    ",Quick Bites,Kharadi,0,,,,"Biryani,Seafood,Chinese,North Indian,",, 250,Rs. 250,
https://www.zomato.com/pune/rolls-mania-katraj,"Rolls Mania
                                    ",Quick Bites,Katraj,3.9,-369,4,(10.7K),"Beverages,Fast Food,Rolls,",, 300,Rs. 300,"Rolls, Veggie Roll, Chicken Roll"
https://www.zomato.com/pune/the-cheesecake-pops-koregaon-park,"The Cheesecake Pops
                                    ",Dessert Parlor,Koregaon Park,4.6,(747 Reviews),,,"Desserts,",, 300,Rs. 300,"Chocolate Cheesecake, New York Cheesecake"
https://www.zomato.com/pune/kerala-cafe-1-kalyani-nagar,"Kerala Cafe
                                    ","Casual Dining,Bar",Kalyani Nagar,4.5,"-1,593",3.6,"-1,190","Seafood,South Indian,Kerala,",, 700,Rs. 700,"Appam, Murgh Ghee Roast, Bamboo Biryani, Fish, Paratha, Veg Thali, Sea Food"
https://www.zomato.com/pune/pizzarella-nibm-road,"Pizzarella
                                    ",Quick Bites,NIBM Road,4.1,-489,3.7,"-2,089","Beverages,Fast Food,Pizza,",, 500,Rs. 500,"Mozzarella Sticks, Tandoori Paneer, Paneer Pizza, Thin Crust Pizza, Fries, Exotic Pizza, Wings"
https://www.zomato.com/pune/nimantran-restaurant-bar-bibvewadi,"Nimantran Restaurant & Bar
                                    ","Casual Dining,Bar",Bibvewadi,4,-579,4.3,"-1,329","Fast Food,Seafood,Asian,North Indian,",, 1000,Rs. 1000,"Butter Chicken, Tandoori Chicken, Brownie, Paneer Banjara, Mocktails, Paneer Tikka, Biryani"
https://www.zomato.com/pune/incognito-restaurant-bar-cafe-baner,"Incognito - Restaurant, Bar & Cafe
                                    ","Bar,Casual Dining","Balewadi High Street, Baner",4.5,"-2,130",4.1,"-1,494","Desserts,Continental,Asian,North Indian,Italian,European,",, 1500,Rs. 1500,"Pasta, Pizza, Beer, Nachos, Mocktails, Cocktails, Burgers"
https://www.zomato.com/pune/indori-sarafa-hinjawadi,"Indori Sarafa
                                    ",Quick Bites,Hinjawadi,3.7,-60,4,"-2,328","Street Food,",, 100,Rs. 100,"Samosa, Aloo Paratha, Indori Poha, Aloo Kachori, Sabudana Khichdi, Daal Kachori"
https://www.zomato.com/pune/shiv-dining-hall-restaurant-hinjawadi,"Shiv Dining Hall & Restaurant
                                    ",Quick Bites,Hinjawadi,3.3,-26,3.7,-463,"Maharashtrian,North Indian,",, 250,Rs. 250,
https://www.zomato.com/pune/nawab-asia-1-baner,"Nawab Asia
                                    ","Casual Dining,Bar","Balewadi High Street, Baner",4.3,"-1,332",4,"-1,895","Beverages,Desserts,Biryani,Mughlai,Chinese,North Indian,",, 1300,Rs. 1300,"Butter Chicken, Dal Makhani, Tangdi Kulfi, Roti, Chicken Biryani, Mutton Biryani, Manchow Soup"
https://www.zomato.com/pune/akshay-meal-karve-nagar,"Akshay Meal
                                    ",Quick Bites,Karve Nagar,3.2,(10 Reviews),,,"Mughlai,Chinese,North Indian,",, 350,Rs. 350,
https://www.zomato.com/pune/ovenstory-pizza-viman-nagar,"Ovenstory Pizza
                                    ",,Viman Nagar,3.8,"(1,660 Reviews)",,,"Pizza,",, 600,Rs. 600,"Chicken Tikka, Bbq Chicken, Chicken Salami, Chocolate Fantasy, Paneer Pizza, Keema Pizza, Cheese Burst Pizza"
https://www.zomato.com/pune/ovenstory-pizza-bibvewadi,"Ovenstory Pizza
                                    ",,Bibvewadi,4,(831 Reviews),,,"Pizza,",, 600,Rs. 600,"Thin Crust Pizza, Paneer Pizza, Chocolate Fantasy"
https://www.zomato.com/pune/ovenstory-pizza-karve-nagar,"Ovenstory Pizza
                                    ",,Karve Nagar,4.1,"(2,033 Reviews)",,,"Pizza,",, 600,Rs. 600,"Cheese Burst Pizza, Supreme Pizza, Paneer Pizza"
https://www.zomato.com/pune/ovenstory-pizza-camp-area,"Ovenstory Pizza
                                    ",,Camp Area,4.1,(879 Reviews),,,"Pizza,",, 600,Rs. 600,"Garlic Bread, Veggie Pizza"
